Date: <<2012/12/02 11:33:55>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 11:38:48>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 11:39:41>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 12:43:48>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 12:50:38>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 12:50:38>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 12:50:38>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:00:11>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:00:11>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:43>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:48>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:01:52>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:02:49>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:03:33>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Wall.php>>, Line: <<277>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/>>, Mode: <<E_STRICT>>, Description: <<Creating default object from empty value>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Document.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Head.php>>, Line: <<56>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/Element/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::isUplink() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
Date: <<2012/12/02 13:04:20>>, File: <<Element.php>>, Line: <<58>>, Path: <<project/geomobile/lib/DvWDOM/Wall4PHP-1.1/Wall/>>, Mode: <<E_STRICT>>, Description: <<Non-static method TagUtil::getWallMarkup() should not be called statically, assuming $this from incompatible context>> 
